id,province,district,name,category,municipality_or_area,priority,research_status,geometry_type,source_routing_status,access_status,permit_layers,parent_entity_id,visitor_ready_label,match_method,permit_entry_text,how_to_visit,canonical_source_file,visitor_ready_source_file
np-lumbini-pyuthan-gaumukhi-pilgrimage-area,Lumbini,Pyuthan,Gaumukhi pilgrimage area,Religious sites and temples,Gaumukhi Rural Municipality,,Established,POINT,dynamic_check_required,DYNAMIC_CHECK_REQUIRED,DYNAMIC,,Gaumukhi pilgrimage area,mention,,,provinces/lumbini/districts/pyuthan.md,provinces/lumbini/visitor_ready/pyuthan.md
np-lumbini-pyuthan-gaumukhi-forest-and-headwater-landscape,Lumbini,Pyuthan,Gaumukhi forest and headwater landscape,Natural attractions,Northern Pyuthan,,First-round researched,POINT,dynamic_check_required,DYNAMIC_CHECK_REQUIRED,DYNAMIC,,Gaumukhi forest and headwater landscape,mention,,,provinces/lumbini/districts/pyuthan.md,provinces/lumbini/visitor_ready/pyuthan.md
np-lumbini-pyuthan-jhimruk-valley,Lumbini,Pyuthan,Jhimruk Valley,Natural attractions,Central Pyuthan,,Established,AREA,routable,ROUTABLE,NONE,,Jhimruk Valley,mention,,,provinces/lumbini/districts/pyuthan.md,provinces/lumbini/visitor_ready/pyuthan.md
np-lumbini-pyuthan-jhimruk-river-corridor,Lumbini,Pyuthan,Jhimruk River corridor,Rivers and waterfalls,Central and southern Pyuthan,,Established,POINT,dynamic_check_required,DYNAMIC_CHECK_REQUIRED,DYNAMIC,,Jhimruk River corridor,mention,,,provinces/lumbini/districts/pyuthan.md,provinces/lumbini/visitor_ready/pyuthan.md
np-lumbini-pyuthan-madi-river-corridor,Lumbini,Pyuthan,Madi River corridor,Rivers and waterfalls,Western/southern Pyuthan,,Established,POINT,dynamic_check_required,DYNAMIC_CHECK_REQUIRED,DYNAMIC,,Madi River corridor,mention,,,provinces/lumbini/districts/pyuthan.md,provinces/lumbini/visitor_ready/pyuthan.md
np-lumbini-pyuthan-madi-jhimruk-confluence,Lumbini,Pyuthan,Madi–Jhimruk confluence,Natural attractions,Southern Pyuthan,,Established,POINT,dynamic_check_required,DYNAMIC_CHECK_REQUIRED,DYNAMIC,,Madi–Jhimruk confluence,mention,,,provinces/lumbini/districts/pyuthan.md,provinces/lumbini/visitor_ready/pyuthan.md
np-lumbini-pyuthan-pyuthan-khalanga-heritage-town,Lumbini,Pyuthan,Pyuthan Khalanga heritage town,Historical and cultural places,Pyuthan Municipality,,Established,POINT,dynamic_check_required,DYNAMIC_CHECK_REQUIRED,DYNAMIC,,Pyuthan Khalanga heritage town,mention,,,provinces/lumbini/districts/pyuthan.md,provinces/lumbini/visitor_ready/pyuthan.md
np-lumbini-pyuthan-bijuwar-historic-market-area,Lumbini,Pyuthan,Bijuwar historic market area,Historical and cultural places,Pyuthan Municipality,,Established,AREA,routable,ROUTABLE,NONE,,Bijuwar historic market area,mention,,,provinces/lumbini/districts/pyuthan.md,provinces/lumbini/visitor_ready/pyuthan.md
np-lumbini-pyuthan-okharkot,Lumbini,Pyuthan,Okharkot,Historical and cultural places,Jhimruk Rural Municipality area,,Established,AREA,routable,ROUTABLE,NONE,,Okharkot,mention,,,provinces/lumbini/districts/pyuthan.md,provinces/lumbini/visitor_ready/pyuthan.md
np-lumbini-pyuthan-okharkot-ridge-viewpoint,Lumbini,Pyuthan,Okharkot ridge viewpoint,Viewpoints and hill stations,Okharkot area,,First-round researched,HOLD,routing_hold,ROUTING_HOLD,DYNAMIC,,Okharkot ridge viewpoint,mention,,,provinces/lumbini/districts/pyuthan.md,provinces/lumbini/visitor_ready/pyuthan.md
np-lumbini-pyuthan-udayapur-kot,Lumbini,Pyuthan,Udayapur Kot,"Museums, palaces, forts, and monuments",Local verification required,,First-round researched,HOLD,routing_hold,ROUTING_HOLD,DYNAMIC,,Udayapur Kot,mention,,,provinces/lumbini/districts/pyuthan.md,provinces/lumbini/visitor_ready/pyuthan.md
np-lumbini-pyuthan-dhunge-gadhi,Lumbini,Pyuthan,Dhunge Gadhi,"Museums, palaces, forts, and monuments",Local verification required,,First-round researched,HOLD,routing_hold,ROUTING_HOLD,DYNAMIC,,Dhunge Gadhi,mention,,,provinces/lumbini/districts/pyuthan.md,provinces/lumbini/visitor_ready/pyuthan.md
np-lumbini-pyuthan-khaira-gorakhnath-temple,Lumbini,Pyuthan,Khaira Gorakhnath Temple,Religious sites and temples,Khaira area,,First-round researched,HOLD,routing_hold,ROUTING_HOLD,DYNAMIC,,Khaira Gorakhnath Temple,mention,,,provinces/lumbini/districts/pyuthan.md,provinces/lumbini/visitor_ready/pyuthan.md
np-lumbini-pyuthan-khalanga-shivalaya,Lumbini,Pyuthan,Khalanga Shivalaya,Religious sites and temples,Pyuthan Khalanga,,Established,HOLD,routing_hold,ROUTING_HOLD,DYNAMIC,,Khalanga Shivalaya,mention,,,provinces/lumbini/districts/pyuthan.md,provinces/lumbini/visitor_ready/pyuthan.md
np-lumbini-pyuthan-jalpadevi-temple-bijuwar,Lumbini,Pyuthan,"Jalpadevi Temple, Bijuwar",Religious sites and temples,Bijuwar area,,First-round researched,HOLD,routing_hold,ROUTING_HOLD,DYNAMIC,,"Jalpadevi Temple, Bijuwar",mention,,,provinces/lumbini/districts/pyuthan.md,provinces/lumbini/visitor_ready/pyuthan.md
np-lumbini-pyuthan-tripurasundari-temple,Lumbini,Pyuthan,Tripurasundari Temple,Religious sites and temples,Local verification required,,First-round researched,HOLD,routing_hold,ROUTING_HOLD,DYNAMIC,,Tripurasundari Temple,mention,,,provinces/lumbini/districts/pyuthan.md,provinces/lumbini/visitor_ready/pyuthan.md
np-lumbini-pyuthan-sarikot-heritage-settlement,Lumbini,Pyuthan,Sarikot heritage settlement,Community tourism and notable villages,Sarumarani/Sarikot area,,First-round researched,HOLD,routing_hold,ROUTING_HOLD,DYNAMIC,,Sarikot heritage settlement,mention,,,provinces/lumbini/districts/pyuthan.md,provinces/lumbini/visitor_ready/pyuthan.md
np-lumbini-pyuthan-lisne-lekh-eastern-approach,Lumbini,Pyuthan,Lisne Lekh eastern approach,Viewpoints and hill stations,Pyuthan–Rolpa border,,First-round researched,HOLD,routing_hold,ROUTING_HOLD,DYNAMIC,,Lisne Lekh eastern approach,mention,,,provinces/lumbini/districts/pyuthan.md,provinces/lumbini/visitor_ready/pyuthan.md
np-lumbini-pyuthan-bhingri-gateway-settlement,Lumbini,Pyuthan,Bhingri gateway settlement,Community tourism and notable villages,Swargadwari Municipality,,Established,HOLD,routing_hold,ROUTING_HOLD,DYNAMIC,,Bhingri gateway settlement,mention,,,provinces/lumbini/districts/pyuthan.md,provinces/lumbini/visitor_ready/pyuthan.md
np-lumbini-pyuthan-pyuthan-rural-homestay-and-magar-culture-belt,Lumbini,Pyuthan,Pyuthan rural homestay and Magar culture belt,Community tourism and notable villages,Northern and western rural municipalities,,Needs local verification,HOLD,routing_hold,ROUTING_HOLD,DYNAMIC,,Pyuthan rural homestay and Magar culture belt,mention,,,provinces/lumbini/districts/pyuthan.md,provinces/lumbini/visitor_ready/pyuthan.md
np-lumbini-rolpa-jaljala-tourism-area,Lumbini,Rolpa,Jaljala Tourism Area,Major tourist attractions,Thabang and Sunchhahari rural municipalities,,Government-recognized / established,WATER,routable,ROUTABLE,ENTRY_FEE,,Jaljala Tourism Area,mention,,,provinces/lumbini/districts/rolpa.md,provinces/lumbini/visitor_ready/rolpa.md
np-lumbini-rolpa-jaljala-grasslands-and-marshes,Lumbini,Rolpa,Jaljala grasslands and marshes,Natural attractions,Jaljala highlands,,Established,WATER,dynamic_check_required,DYNAMIC_CHECK_REQUIRED,DYNAMIC,,Jaljala grasslands and marshes,mention,,,provinces/lumbini/districts/rolpa.md,provinces/lumbini/visitor_ready/rolpa.md
np-lumbini-rolpa-jaljala-ridge-viewpoints,Lumbini,Rolpa,Jaljala ridge viewpoints,Viewpoints and hill stations,Jaljala highlands,,Established,WATER,dynamic_check_required,DYNAMIC_CHECK_REQUIRED,DYNAMIC,,Jaljala ridge viewpoints,mention,,,provinces/lumbini/districts/rolpa.md,provinces/lumbini/visitor_ready/rolpa.md
np-lumbini-rolpa-jaljala-trekking-routes,Lumbini,Rolpa,Jaljala trekking routes,Trekking areas and mountain destinations,Thabang–Jelbang–Uwa approaches,,Established,WATER,dynamic_check_required,DYNAMIC_CHECK_REQUIRED,DYNAMIC,,Jaljala trekking routes,mention,,,provinces/lumbini/districts/rolpa.md,provinces/lumbini/visitor_ready/rolpa.md
np-lumbini-rolpa-thabang-village,Lumbini,Rolpa,Thabang village,Community tourism and notable villages,Thabang Rural Municipality,,Established,WATER,dynamic_check_required,DYNAMIC_CHECK_REQUIRED,DYNAMIC,,Thabang village,mention,,,provinces/lumbini/districts/rolpa.md,provinces/lumbini/visitor_ready/rolpa.md
np-lumbini-rolpa-thabang-cultural-landscape,Lumbini,Rolpa,Thabang cultural landscape,Historical and cultural places,Thabang area,,Established,ROUTE,routable,ROUTABLE,DYNAMIC,,Thabang cultural landscape,mention,,,provinces/lumbini/districts/rolpa.md,provinces/lumbini/visitor_ready/rolpa.md
np-lumbini-rolpa-guerrilla-trek-rolpa-section,Lumbini,Rolpa,"Guerrilla Trek, Rolpa section",Trekking areas and mountain destinations,Thabang–Jaljala and connecting corridors,,Government-promoted / established,ROUTE,routable,ROUTABLE,DYNAMIC,,"Guerrilla Trek, Rolpa section",mention,,,provinces/lumbini/districts/rolpa.md,provinces/lumbini/visitor_ready/rolpa.md
np-lumbini-rolpa-jelbang-village,Lumbini,Rolpa,Jelbang village,Community tourism and notable villages,Sunchhahari Rural Municipality,,Established,HOLD,routing_hold,ROUTING_HOLD,DYNAMIC,,Jelbang village,mention,,,provinces/lumbini/districts/rolpa.md,provinces/lumbini/visitor_ready/rolpa.md
np-lumbini-rolpa-uwa-village-and-approach,Lumbini,Rolpa,Uwa village and approach,Community tourism and notable villages,Northern Rolpa,,First-round researched,HOLD,routing_hold,ROUTING_HOLD,DYNAMIC,,Uwa village and approach,mention,,,provinces/lumbini/districts/rolpa.md,provinces/lumbini/visitor_ready/rolpa.md
np-lumbini-rolpa-libang-historic-town-core,Lumbini,Rolpa,Libang historic town core,Historical and cultural places,Rolpa Municipality,,Established,HOLD,routing_hold,ROUTING_HOLD,DYNAMIC,,Libang historic town core,mention,,,provinces/lumbini/districts/rolpa.md,provinces/lumbini/visitor_ready/rolpa.md
np-lumbini-rolpa-rolpa-museum-conflict-memory-interpretation,Lumbini,Rolpa,Rolpa Museum / conflict-memory interpretation,"Museums, palaces, forts, and monuments",Libang area,,Needs local verification,HOLD,routing_hold,ROUTING_HOLD,OPERATOR_DEPENDENT;DYNAMIC,,Rolpa Museum / conflict-memory interpretation,mention,,,provinces/lumbini/districts/rolpa.md,provinces/lumbini/visitor_ready/rolpa.md
np-lumbini-rolpa-gajulkot-palace-ruins,Lumbini,Rolpa,Gajulkot palace ruins,"Museums, palaces, forts, and monuments",Gajul area,,Established,HOLD,routing_hold,ROUTING_HOLD,DYNAMIC,,Gajulkot palace ruins,mention,,,provinces/lumbini/districts/rolpa.md,provinces/lumbini/visitor_ready/rolpa.md
np-lumbini-rolpa-gajul-heritage-landscape,Lumbini,Rolpa,Gajul heritage landscape,Historical and cultural places,Gajul area,,Established,HOLD,routing_hold,ROUTING_HOLD,DYNAMIC,,Gajul heritage landscape,mention,,,provinces/lumbini/districts/rolpa.md,provinces/lumbini/visitor_ready/rolpa.md
np-lumbini-rolpa-khungrikot,Lumbini,Rolpa,Khungrikot,"Museums, palaces, forts, and monuments",Local verification required,,First-round researched,HOLD,routing_hold,ROUTING_HOLD,DYNAMIC,,Khungrikot,mention,,,provinces/lumbini/districts/rolpa.md,provinces/lumbini/visitor_ready/rolpa.md
np-lumbini-rolpa-jankot-jhankristhan,Lumbini,Rolpa,Jankot Jhankristhan,Religious sites and temples,Jankot area,,First-round researched,HOLD,routing_hold,ROUTING_HOLD,DYNAMIC,,Jankot Jhankristhan,mention,,,provinces/lumbini/districts/rolpa.md,provinces/lumbini/visitor_ready/rolpa.md
np-lumbini-rolpa-bhama-odar,Lumbini,Rolpa,Bhama Odar,Caves,Local verification required,,First-round researched,HOLD,routing_hold,ROUTING_HOLD,DYNAMIC,,Bhama Odar,mention,,,provinces/lumbini/districts/rolpa.md,provinces/lumbini/visitor_ready/rolpa.md
np-lumbini-rolpa-kothi-bhir-gam,Lumbini,Rolpa,"Kothi Bhir, Gam",Natural attractions,Gam area,,First-round researched,HOLD,routing_hold,ROUTING_HOLD,DYNAMIC,,"Kothi Bhir, Gam",mention,,,provinces/lumbini/districts/rolpa.md,provinces/lumbini/visitor_ready/rolpa.md
np-lumbini-rolpa-gari-lake-jaulipokhari,Lumbini,Rolpa,Gari Lake / Jaulipokhari,Lakes and wetlands,Local verification required,,First-round researched,HOLD,routing_hold,ROUTING_HOLD,DYNAMIC,,Gari Lake / Jaulipokhari,mention,,,provinces/lumbini/districts/rolpa.md,provinces/lumbini/visitor_ready/rolpa.md
np-lumbini-rolpa-bibang-daha,Lumbini,Rolpa,Bibang Daha,Lakes and wetlands,Gam area,,First-round researched,HOLD,routing_hold,ROUTING_HOLD,DYNAMIC,,Bibang Daha,mention,,,provinces/lumbini/districts/rolpa.md,provinces/lumbini/visitor_ready/rolpa.md
np-lumbini-rolpa-murelle-lake-holeri,Lumbini,Rolpa,"Murelle Lake, Holeri",Lakes and wetlands,Holeri area,,First-round researched,HOLD,routing_hold,ROUTING_HOLD,DYNAMIC,,"Murelle Lake, Holeri",mention,,,provinces/lumbini/districts/rolpa.md,provinces/lumbini/visitor_ready/rolpa.md
np-lumbini-rolpa-holeri-hill-settlement,Lumbini,Rolpa,Holeri hill settlement,Community tourism and notable villages,Runtigadhi Rural Municipality,,Established,HOLD,routing_hold,ROUTING_HOLD,DYNAMIC,,Holeri hill settlement,mention,,,provinces/lumbini/districts/rolpa.md,provinces/lumbini/visitor_ready/rolpa.md
np-lumbini-rolpa-holeri-ridge-landscape,Lumbini,Rolpa,Holeri ridge landscape,Viewpoints and hill stations,Holeri/Runtigadhi area,,First-round researched,HOLD,routing_hold,ROUTING_HOLD,DYNAMIC,,Holeri ridge landscape,mention,,,provinces/lumbini/districts/rolpa.md,provinces/lumbini/visitor_ready/rolpa.md
np-lumbini-rolpa-madi-river-valley,Lumbini,Rolpa,Madi River valley,Rivers and waterfalls,Central and southern Rolpa,,Established,HOLD,routing_hold,ROUTING_HOLD,DYNAMIC,,Madi River valley,mention,,,provinces/lumbini/districts/rolpa.md,provinces/lumbini/visitor_ready/rolpa.md
np-lumbini-rolpa-lungri-river-valley,Lumbini,Rolpa,Lungri River valley,Rivers and waterfalls,Eastern Rolpa,,Established,AREA,routable,ROUTABLE,NONE,,Lungri River valley,mention,,,provinces/lumbini/districts/rolpa.md,provinces/lumbini/visitor_ready/rolpa.md
np-lumbini-rolpa-sunchhahari-waterfall-and-river-landscape,Lumbini,Rolpa,Sunchhahari waterfall and river landscape,Rivers and waterfalls,Sunchhahari Rural Municipality,,First-round researched,HOLD,routing_hold,ROUTING_HOLD,DYNAMIC,,Sunchhahari waterfall and river landscape,mention,,,provinces/lumbini/districts/rolpa.md,provinces/lumbini/visitor_ready/rolpa.md
np-lumbini-rolpa-lisne-lekh-western-approach,Lumbini,Rolpa,Lisne Lekh western approach,Viewpoints and hill stations,Rolpa–Pyuthan border,,Established,HOLD,routing_hold,ROUTING_HOLD,DYNAMIC,,Lisne Lekh western approach,mention,,,provinces/lumbini/districts/rolpa.md,provinces/lumbini/visitor_ready/rolpa.md
np-lumbini-rolpa-chalabang-apple-farming-landscape,Lumbini,Rolpa,Chalabang apple-farming landscape,Community tourism and notable villages,Chalabang area,,First-round researched,HOLD,routing_hold,ROUTING_HOLD,DYNAMIC,,Chalabang apple-farming landscape,mention,,,provinces/lumbini/districts/rolpa.md,provinces/lumbini/visitor_ready/rolpa.md
np-lumbini-rolpa-rolpa-kham-magar-village-circuit,Lumbini,Rolpa,Rolpa Kham Magar village circuit,Community tourism and notable villages,"Thabang, Jelbang and northern villages",,Needs local verification,HOLD,routing_hold,ROUTING_HOLD,DYNAMIC,,Rolpa Kham Magar village circuit,mention,,,provinces/lumbini/districts/rolpa.md,provinces/lumbini/visitor_ready/rolpa.md
np-lumbini-rupandehi-lumbini-world-heritage-site,Lumbini,Rupandehi,Lumbini World Heritage Site,,,,READY_AREA,AREA,routable,ROUTABLE,ENTRY_FEE,,Lumbini World Heritage Site,mention,,,provinces/lumbini/districts/rupandehi.md,provinces/lumbini/visitor_ready/rupandehi.md
np-lumbini-rupandehi-maya-devi-temple,Lumbini,Rupandehi,Maya Devi Temple,,,,READY_POINT_AFTER_GIS,POINT,routable,ROUTABLE,NONE,,Maya Devi Temple,mention,,,provinces/lumbini/districts/rupandehi.md,provinces/lumbini/visitor_ready/rupandehi.md
np-lumbini-rupandehi-ashoka-pillar,Lumbini,Rupandehi,Ashoka Pillar,,,,READY_POINT_AFTER_GIS,POINT,routable,ROUTABLE,NONE,,Ashoka Pillar,mention,,,provinces/lumbini/districts/rupandehi.md,provinces/lumbini/visitor_ready/rupandehi.md
np-lumbini-rupandehi-marker-stone,Lumbini,Rupandehi,Marker Stone,,,,INTERNAL_POI,POINT,routable,ROUTABLE,NONE,,Marker Stone,mention,,,provinces/lumbini/districts/rupandehi.md,provinces/lumbini/visitor_ready/rupandehi.md
np-lumbini-rupandehi-nativity-sculpture,Lumbini,Rupandehi,Nativity Sculpture,,,,INTERNAL_POI,POINT,routable,ROUTABLE,NONE,,Nativity Sculpture,mention,,,provinces/lumbini/districts/rupandehi.md,provinces/lumbini/visitor_ready/rupandehi.md
np-lumbini-rupandehi-puskarini-sacred-pond,Lumbini,Rupandehi,Puskarini Sacred Pond,,,,READY_AREA,WATER,routable,ROUTABLE,NONE,,Puskarini Sacred Pond,mention,,,provinces/lumbini/districts/rupandehi.md,provinces/lumbini/visitor_ready/rupandehi.md
np-lumbini-rupandehi-sacred-bodhi-tree,Lumbini,Rupandehi,Sacred Bodhi Tree,,,,READY_POINT,WATER,routable,ROUTABLE,NONE,,Sacred Bodhi Tree,mention,,,provinces/lumbini/districts/rupandehi.md,provinces/lumbini/visitor_ready/rupandehi.md
np-lumbini-rupandehi-ancient-buddhist-vihara-ruins,Lumbini,Rupandehi,Ancient Buddhist vihara ruins,,,,READY_AREA,PROTECTED_AREA,routable,ROUTABLE,PROTECTED_AREA_ENTRY,,Ancient Buddhist vihara ruins,mention,,,provinces/lumbini/districts/rupandehi.md,provinces/lumbini/visitor_ready/rupandehi.md
np-lumbini-rupandehi-ancient-buddhist-stupa-ruins,Lumbini,Rupandehi,Ancient Buddhist stupa ruins,,,,READY_AREA,POINT,routable,ROUTABLE,NONE,,Ancient Buddhist stupa ruins,mention,,,provinces/lumbini/districts/rupandehi.md,provinces/lumbini/visitor_ready/rupandehi.md
np-lumbini-rupandehi-lumbini-east-monastic-zone,Lumbini,Rupandehi,Lumbini East Monastic Zone,,,,READY_AREA,POINT,routable,ROUTABLE,NONE,,Lumbini East Monastic Zone,mention,,,provinces/lumbini/districts/rupandehi.md,provinces/lumbini/visitor_ready/rupandehi.md
np-lumbini-rupandehi-lumbini-west-monastic-zone,Lumbini,Rupandehi,Lumbini West Monastic Zone,,,,READY_AREA,POINT,routable,ROUTABLE,NONE,,Lumbini West Monastic Zone,mention,,,provinces/lumbini/districts/rupandehi.md,provinces/lumbini/visitor_ready/rupandehi.md
np-lumbini-rupandehi-lumbini-central-canal,Lumbini,Rupandehi,Lumbini Central Canal,,,,READY_CORRIDOR,POINT,dynamic_check_required,DYNAMIC_CHECK_REQUIRED,DYNAMIC,,Lumbini Central Canal,mention,,,provinces/lumbini/districts/rupandehi.md,provinces/lumbini/visitor_ready/rupandehi.md
np-lumbini-rupandehi-world-peace-pagoda-lumbini,Lumbini,Rupandehi,"World Peace Pagoda, Lumbini",,,,READY_POINT,CORRIDOR,routable,ROUTABLE,NONE,,"World Peace Pagoda, Lumbini",mention,,,provinces/lumbini/districts/rupandehi.md,provinces/lumbini/visitor_ready/rupandehi.md
np-lumbini-rupandehi-lumbini-museum,Lumbini,Rupandehi,Lumbini Museum,,,,PIN_VERIFY,POINT,dynamic_check_required,DYNAMIC_CHECK_REQUIRED,DYNAMIC,,Lumbini Museum,mention,,,provinces/lumbini/districts/rupandehi.md,provinces/lumbini/visitor_ready/rupandehi.md
np-lumbini-rupandehi-lumbini-international-research-institute,Lumbini,Rupandehi,Lumbini International Research Institute,,,,ACCESS_VERIFY,POINT,dynamic_check_required,DYNAMIC_CHECK_REQUIRED,ENTRY_FEE;DYNAMIC,,Lumbini International Research Institute,mention,,,provinces/lumbini/districts/rupandehi.md,provinces/lumbini/visitor_ready/rupandehi.md
np-lumbini-rupandehi-lumbini-crane-sanctuary,Lumbini,Rupandehi,Lumbini Crane Sanctuary,,,,ACCESS_NODE_REQUIRED,WATER,routable,ROUTABLE,DYNAMIC,,Lumbini Crane Sanctuary,mention,,,provinces/lumbini/districts/rupandehi.md,provinces/lumbini/visitor_ready/rupandehi.md
np-lumbini-rupandehi-devdaha-heritage-landscape,Lumbini,Rupandehi,Devdaha heritage landscape,,,,READY_AREA,ROUTE,dynamic_check_required,DYNAMIC_CHECK_REQUIRED,DYNAMIC,,Devdaha heritage landscape,mention,,,provinces/lumbini/districts/rupandehi.md,provinces/lumbini/visitor_ready/rupandehi.md
np-lumbini-rupandehi-bhawanipur-archaeological-and-religious-area,Lumbini,Rupandehi,Bhawanipur archaeological and religious area,,,,ACCESS_VERIFY,AREA,routable,ROUTABLE,NONE,,Bhawanipur archaeological and religious area,mention,,,provinces/lumbini/districts/rupandehi.md,provinces/lumbini/visitor_ready/rupandehi.md
np-lumbini-rupandehi-kanyamai-archaeological-area,Lumbini,Rupandehi,Kanyamai archaeological area,,,,ACCESS_VERIFY,AREA,routable,ROUTABLE,DYNAMIC,,Kanyamai archaeological area,mention,,,provinces/lumbini/districts/rupandehi.md,provinces/lumbini/visitor_ready/rupandehi.md
np-lumbini-rupandehi-sainamaina-archaeological-landscape,Lumbini,Rupandehi,Sainamaina archaeological landscape,,,,AREA_VERIFY,ROUTE,dynamic_check_required,DYNAMIC_CHECK_REQUIRED,DYNAMIC,,Sainamaina archaeological landscape,mention,,,provinces/lumbini/districts/rupandehi.md,provinces/lumbini/visitor_ready/rupandehi.md
np-lumbini-rupandehi-jitgadhi-fort,Lumbini,Rupandehi,Jitgadhi Fort,,,,PIN_VERIFY,POINT,dynamic_check_required,DYNAMIC_CHECK_REQUIRED,DYNAMIC,,Jitgadhi Fort,mention,,,provinces/lumbini/districts/rupandehi.md,provinces/lumbini/visitor_ready/rupandehi.md
np-lumbini-rupandehi-manimukunda-sen-park,Lumbini,Rupandehi,Manimukunda Sen Park,,,,READY_AREA,POINT,dynamic_check_required,DYNAMIC_CHECK_REQUIRED,ENTRY_FEE;DYNAMIC,,Manimukunda Sen Park,mention,,,provinces/lumbini/districts/rupandehi.md,provinces/lumbini/visitor_ready/rupandehi.md
np-lumbini-rupandehi-siddha-baba-temple,Lumbini,Rupandehi,Siddha Baba Temple,,,,CROSS_BOUNDARY_VERIFY,POINT,dynamic_check_required,DYNAMIC_CHECK_REQUIRED,DYNAMIC,,Siddha Baba Temple,mention,,,provinces/lumbini/districts/rupandehi.md,provinces/lumbini/visitor_ready/rupandehi.md
np-lumbini-rupandehi-butwal-hill-park,Lumbini,Rupandehi,Butwal Hill Park,,,,READY_AREA,POINT,routable,ROUTABLE,DYNAMIC,,Butwal Hill Park,mention,,,provinces/lumbini/districts/rupandehi.md,provinces/lumbini/visitor_ready/rupandehi.md
np-lumbini-rupandehi-tinau-river-corridor,Lumbini,Rupandehi,Tinau River corridor,,,,ROUTE_NODE_REQUIRED,POINT,dynamic_check_required,DYNAMIC_CHECK_REQUIRED,ENTRY_FEE;DYNAMIC,,Tinau River corridor,mention,,,provinces/lumbini/districts/rupandehi.md,provinces/lumbini/visitor_ready/rupandehi.md
np-lumbini-rupandehi-rohini-river-corridor,Lumbini,Rupandehi,Rohini River corridor,,,,ROUTE_NODE_REQUIRED,WATER,routable,ROUTABLE,NONE,,Rohini River corridor,mention,,,provinces/lumbini/districts/rupandehi.md,provinces/lumbini/visitor_ready/rupandehi.md
np-lumbini-rupandehi-gajedi-lake,Lumbini,Rupandehi,Gajedi Lake,,,,READY_AREA,WATER,routable,ROUTABLE,NONE,,Gajedi Lake,mention,,,provinces/lumbini/districts/rupandehi.md,provinces/lumbini/visitor_ready/rupandehi.md
np-lumbini-rupandehi-chhapiya-fish-tourism-area,Lumbini,Rupandehi,Chhapiya fish-tourism area,,,,PRODUCT_VERIFY,WATER,dynamic_check_required,DYNAMIC_CHECK_REQUIRED,OPERATOR_DEPENDENT;ENTRY_FEE;DYNAMIC,,Chhapiya fish-tourism area,mention,,,provinces/lumbini/districts/rupandehi.md,provinces/lumbini/visitor_ready/rupandehi.md
np-karnali-dailekh-dailekh-bazaar-historic-core,Karnali,Dailekh,Dailekh Bazaar historic core,Historical and cultural place,Narayan Municipality,3,Established,AREA,routable,ROUTABLE,NONE,,Dailekh Bazaar historic core,mention,,,provinces/karnali/districts/dailekh.md,provinces/karnali/visitor_ready/dailekh.md
np-karnali-dailekh-dullu-historic-town,Karnali,Dailekh,Dullu historic town,Historical and cultural place,Dullu Municipality,4,Established,POINT,routable,ROUTABLE,NONE,,Dullu historic town,mention,,,provinces/karnali/districts/dailekh.md,provinces/karnali/visitor_ready/dailekh.md
np-karnali-dailekh-dullu-durbar-area,Karnali,Dailekh,Dullu Durbar area,Palace / historical monument,Dullu Municipality,4,First-round researched,AREA,routable,ROUTABLE,NONE,,Dullu Durbar area,mention,,,provinces/karnali/districts/dailekh.md,provinces/karnali/visitor_ready/dailekh.md
np-karnali-dailekh-kirti-khamba-dullu-stone-pillar,Karnali,Dailekh,Kirti Khamba / Dullu stone pillar,Inscription and monument,Dullu Municipality,4,Established,HOLD,routing_hold,ROUTING_HOLD,DYNAMIC,,Kirti Khamba / Dullu stone pillar,mention,,,provinces/karnali/districts/dailekh.md,provinces/karnali/visitor_ready/dailekh.md
np-karnali-dailekh-panchakoshi-pilgrimage-circuit,Karnali,Dailekh,Panchakoshi pilgrimage circuit,Religious and cultural route,Dailekh district,5,Established,HOLD,routing_hold,ROUTING_HOLD,DYNAMIC,,Panchakoshi pilgrimage circuit,mention,,,provinces/karnali/districts/dailekh.md,provinces/karnali/visitor_ready/dailekh.md
np-karnali-dailekh-shirsthan,Karnali,Dailekh,Shirsthan,Religious site and eternal-flame landscape,Panchakoshi area,5,Established,POINT,dynamic_check_required,DYNAMIC_CHECK_REQUIRED,DYNAMIC,,Shirsthan,mention,,,provinces/karnali/districts/dailekh.md,provinces/karnali/visitor_ready/dailekh.md
np-karnali-dailekh-nabhisthan,Karnali,Dailekh,Nabhisthan,Religious site and eternal-flame landscape,Panchakoshi area,5,Established,POINT,dynamic_check_required,DYNAMIC_CHECK_REQUIRED,DYNAMIC,,Nabhisthan,mention,,,provinces/karnali/districts/dailekh.md,provinces/karnali/visitor_ready/dailekh.md
np-karnali-dailekh-padukasthan,Karnali,Dailekh,Padukasthan,Religious and archaeological site,Dullu Municipality,5,Established,POINT,dynamic_check_required,DYNAMIC_CHECK_REQUIRED,DYNAMIC,,Padukasthan,mention,,,provinces/karnali/districts/dailekh.md,provinces/karnali/visitor_ready/dailekh.md
np-karnali-dailekh-kotilasthan,Karnali,Dailekh,Kotilasthan,Religious site,Panchakoshi area,4,Established,HOLD,routing_hold,ROUTING_HOLD,DYNAMIC,,Kotilasthan,mention,,,provinces/karnali/districts/dailekh.md,provinces/karnali/visitor_ready/dailekh.md
